        0.00076644370122630999            -3.6345731801064036 1 
        0.00076644370122630999            -3.6204518770625671 1 
        0.00076644370122630999             -3.592209270974895 4 
        0.00076644370122630999            -3.5780879679310589 10 
        0.00076644370122630999            -3.5639666648872224 9 
        0.00076644370122630999            -3.5498453618433863 7 
        0.00076644370122630999            -3.5357240587995502 1 
        0.00076644370122630999            -3.5216027557557141 5 
        0.00076644370122630999            -3.5074814527118776 7 
        0.00076644370122630999            -3.4933601496680415 15 
        0.00076644370122630999            -3.4792388466242055 7 
        0.00076644370122630999            -3.4651175435803694 5 
        0.00076644370122630999            -3.4509962405365329 4 
        0.00076644370122630999            -3.4368749374926968 8 
        0.00076644370122630999            -3.4227536344488607 4 
        0.00076644370122630999            -3.4086323314050246 7 
        0.00076644370122630999            -3.3945110283611881 1 
        0.00076644370122630999             -3.380389725317352 5 
        0.00076644370122630999             -3.366268422273516 2 
        0.00076644370122630999            -3.3521471192296799 1 
        0.00076644370122630999            -3.3380258161858434 4 
        0.00076644370122630999            -3.2674193009666626 1 
        0.00076644370122630999             -2.561354148774853 1 
        0.00076644370122630999            -2.5472328457310169 4 
        0.00076644370122630999            -2.5331115426871809 4 
        0.00076644370122630999            -2.5189902396433448 11 
        0.00076644370122630999            -2.5048689365995083 9 
        0.00076644370122630999            -2.4907476335556722 10 
        0.00076644370122630999            -2.4766263305118361 12 
        0.00076644370122630999                -2.462505027468 18 
        0.00076644370122630999            -2.4483837244241635 5 
        0.00076644370122630999            -2.4342624213803274 11 
        0.00076644370122630999            -2.4201411183364914 6 
        0.00076644370122630999            -2.4060198152926553 3 
        0.00076644370122630999            -2.3918985122488188 2 
        0.00076644370122630999            -2.3777772092049827 1 
        0.00076644370122630999            -2.3636559061611466 3 
        0.00076644370122630999            -2.3071706939858019 1 
        0.00076644370122630999            -2.2789280878981293 4 
        0.00076644370122630999            -2.2506854818104571 6 
        0.00076644370122630999            -2.2365641787666206 4 
        0.00076644370122630999            -2.2224428757227845 4 
        0.00076644370122630999            -2.2083215726789485 11 
        0.00076644370122630999            -2.1942002696351124 12 
        0.00076644370122630999            -2.1800789665912759 8 
        0.00076644370122630999            -2.1659576635474398 5 
        0.00076644370122630999            -2.1518363605036037 6 
        0.00076644370122630999            -2.1377150574597676 4 
        0.00076644370122630999            -2.1235937544159311 2 
        0.00076644370122630999             -2.109472451372095 1 
        0.00076644370122630999             -2.095351148328259 1 
        0.00076644370122630999            -2.0812298452844229 1 
        0.00076644370122630999            -2.0529872391967503 2 
        0.00076644370122630999            -2.0388659361529142 2 
        0.00076644370122630999            -2.0247446331090782 3 
        0.00076644370122630999            -2.0106233300652416 2 
        0.00076644370122630999            -1.9965020270214058 3 
        0.00076644370122630999            -1.9541381178898976 2 
        0.00076644370122630999             -1.940016814846061 1 
        0.00076644370122630999            -1.9258955118022245 2 
        0.00076644370122630999            -1.8835316026707167 1 
        0.00076644370122630999            -1.8694102996268802 2 
        0.00076644370122630999            -1.7705611783200272 1 
           0.00229933110367893            -3.6486944831502397 2 
           0.00229933110367893            -3.6204518770625671 1 
           0.00229933110367893             -3.606330574018731 5 
           0.00229933110367893             -3.592209270974895 9 
           0.00229933110367893            -3.5780879679310589 9 
           0.00229933110367893            -3.5639666648872224 5 
           0.00229933110367893            -3.5498453618433863 3 
           0.00229933110367893            -3.5357240587995502 3 
           0.00229933110367893            -3.5216027557557141 8 
           0.00229933110367893            -3.5074814527118776 14 
           0.00229933110367893            -3.4933601496680415 8 
           0.00229933110367893            -3.4792388466242055 5 
           0.00229933110367893            -3.4651175435803694 3 
           0.00229933110367893            -3.4509962405365329 8 
           0.00229933110367893            -3.4368749374926968 4 
           0.00229933110367893            -3.4227536344488607 7 
           0.00229933110367893            -3.4086323314050246 2 
           0.00229933110367893            -3.3945110283611881 4 
           0.00229933110367893             -3.380389725317352 2 
           0.00229933110367893             -3.366268422273516 1 
           0.00229933110367893            -3.3521471192296799 4 
           0.00229933110367893            -3.2956619070543351 1 
           0.00229933110367893            -3.2815406040104986 1 
           0.00229933110367893            -2.5754754518186895 2 
           0.00229933110367893             -2.561354148774853 5 
           0.00229933110367893            -2.5472328457310169 5 
           0.00229933110367893            -2.5331115426871809 12 
           0.00229933110367893            -2.5189902396433448 10 
